,highly_variable
EID2,False
DYRK1B,False
FBL,False
FCGBP,False
PSMC4,False
ZNF780B,False
ZNF780A,False
AKT2,False
C19orf47,True
PLD3,False
SERTAD1,False
SERTAD3,False
BLVRB,True
SHKBP1,False
LTBP4,False
ADCK4,False
C19orf54,False
SNRPA,False
RAB4B,False
EGLN2,False
HNRNPUL1,False
TGFB1,False
CCDC97,False
TMEM91,True
B9D2,False
BCKDHA,False
EXOSC5,False
B3GNT8,False
ATP5SL,False
AC006129.2,False
CEACAM21,False
CEACAM4,False
RPS19,False
CD79A,True
ARHGEF1,False
RABAC1,False
ATP1A3,False
ZNF574,False
POU2F2,False
CTC-378H22.1,False
CTC-378H22.2,False
DEDD2,False
ZNF526,False
GSK3A,False
ERF,False
CIC,False
PAFAH1B3,False
CNFN,False
LIPE-AS1,False
LIPE,False
CEACAM1,False
LYPD3,False
PHLDB3,False
ETHE1,False
ZNF575,False
XRCC1,False
IRGQ,False
ZNF576,True
ZNF428,False
PLAUR,True
SMG9,False
KCNN4,False
ZNF404,False
RP11-15A1.3,False
ZNF45,False
ZNF230,True
ZNF222,False
ZNF224,False
ZNF234,False
ZNF226,False
ZNF227,False
ZNF235,False
ZNF180,False
BCL3,False
TOMM40,False
CLPTM1,False
RELB,False
CLASRP,False
ZNF296,False
GEMIN7,False
MARK4,False
PPP1R37,False
TRAPPC6A,False
BLOC1S3,False
ERCC2,False
PPP1R13L,False
CD3EAP,False
ERCC1,False
FOSB,False
PPM1N,False
VASP,False
OPA3,False
EML2,False
C19orf83,True
SNRPD2,False
FBXO46,False
DMPK,False
DMWD,False
SYMPK,False
IRF2BP1,False
MYPOP,False
CCDC61,False
PPP5C,False
PPP5D1,False
AC011484.1,False
CALM3,False
PTGIR,False
PRKD2,False
STRN4,True
FKRP,False
SLC1A5,False
AP2S1,False
ARHGAP35,True
TMEM160,False
ZC3H4,True
SAE1,False
BBC3,False
CCDC9,False
PRR24,False
C5AR1,False
DHX34,False
KPTN,False
NAPA-AS1,False
NAPA,False
GLTSCR1,False
GLTSCR2,False
SEPW1,False
LIG1,False
C19orf68,False
CARD8,False
CTC-241F20.3,False
EMP3,False
TMEM143,False
KDELR1,False
GRWD1,False
CYTH2,False
CTC-273B12.10,False
RPL18,False
SPHK2,False
DBP,False
CA11,False
MAMSTR,False
BCAT2,False
PLEKHA4,False
PPP1R15A,False
NUCB1,False
BAX,False
FTL,True
GYS1,False
RUVBL2,False
SNRNP70,False
LIN7B,False
C19orf73,False
SLC6A16,False
CD37,False
PIH1D1,False
ALDH16A1,False
FLT3LG,False
RPL13A,False
RPS11,False
FCGRT,False
RCN3,False
NOSIP,False
PRRG2,False
PRR12,False
RRAS,False
SCAF1,False
IRF3,False
BCL2L12,False
PRMT1,False
AP2A1,False
FUZ,False
MED25,False
PTOV1,False
PNKP,False
AKT1S1,False
TBC1D17,False
IL4I1,False
NUP62,False
ATF5,False
VRK3,False
ZNF473,False
NR1H2,False
POLD1,False
SPIB,True
EMC10,False
JOSD2,False
CLEC11A,False
C19orf48,False
KLK1,False
CTU1,False
SIGLEC9,False
SIGLEC7,True
CD33,False
ETFB,False
CLDND2,False
NKG7,True
LIM2,True
SIGLEC10,False
ZNF175,False
SIGLEC5,False
FPR1,False
ZNF649,False
ZNF350,True
ZNF615,False
ZNF614,False
ZNF432,False
ZNF841,False
ZNF836,False
PPP2R1A,False
ZNF766,False
ZNF480,False
ZNF880,False
ZNF528,False
ZNF808,False
ZNF701,False
ZNF83,False
ZNF611,False
ZNF600,False
ZNF28,False
ZNF468,False
ZNF320,True
ZNF816,False
ZNF160,False
ZNF677,False
ZNF845,False
ZNF525,False
ZNF765,False
ZNF331,False
MYADM,False
OSCAR,False
NDUFA3,False
TFPT,False
PRPF31,False
CNOT3,False
LENG1,False
TMC4,False
MBOAT7,False
TSEN34,False
RPS9,False
LILRB3,False
LILRB2,True
LILRA3,True
LILRA5,False
LILRA4,True
LAIR1,False
LENG8-AS1,False
LENG8,False
LENG9,False
LAIR2,True
LILRA2,False
LILRB1,False
LILRA1,False
LILRB4,True
KIR3DL1,True
KIR2DL3,True
KIR3DL2,True
NCR1,True
NLRP2,False
RDH13,False
PPP1R12C,False
TNNT1,True
SYT5,False
TMEM86B,False
PPP6R1,False
HSPBP1,False
SUV420H2,False
RPL28,False
UBE2S,False
ISOC2,False
ZNF628,False
NAT14,False
ZNF579,False
ZNF524,False
ZNF865,False
ZNF784,False
ZNF580,False
ZNF581,False
CCDC106,False
U2AF2,False
EPN1,False
ZNF787,False
ZNF444,False
ZSCAN5A,False
ZNF582,False
ZNF582-AS1,False
ZNF583,False
ZNF667-AS1,False
AC007228.11,False
ZNF71,False
ZNF264,True
ZNF460,False
CTC-444N24.11,False
ZNF543,False
TRAPPC2P1,False
ZNF548,False
ZNF17,False
ZNF749,False
ZNF419,False
ZNF773,True
ZNF549,False
ZNF550,False
ZIK1,False
ZNF530,False
ZNF134,False
ZNF211,False
ZNF551,False
ZNF671,False
ZNF776,False
ZNF586,False
ZNF552,False
ZNF587B,False
ZNF814,False
ZNF587,False
ZNF417,False
ZNF256,False
ZNF606,False
CTD-2368P22.1,False
ZSCAN18,True
ZNF329,True
ZNF274,False
ZNF544,False
CTD-3138B18.5,False
AC010642.1,False
A1BG,False
A1BG-AS1,False
ZNF837,False
RPS5,False
ZNF584,False
ZNF324B,False
ZNF324,False
ZNF446,False
SLC27A5,False
ZBTB45,False
TRIM28,False
CHMP2A,False
UBE2M,False
AC016629.8,False
MZF1,False
TPTEP1,False
IL17RA,False
CECR5,False
CECR1,False
ATP6V1E1,False
BCL2L13,False
BID,False
LINC00528,False
MICAL3,False
PEX26,False
DGCR6,False
DGCR2,False
DGCR14,False
AC004463.6,False
SLC25A1,False
HIRA,False
C22orf39,False
MRPL40,False
UFD1L,False
CLDN5,True
GNB1L,False
C22orf29,False
TXNRD2,False
COMT,False
TANGO2,False
DGCR8,False
TRMT2A,False
RANBP1,False
ZDHHC8,False
RTN4R,False
DGCR6L,False
AC023490.1,False
ZNF74,False
KLHL22,False
MED15,False
PI4KA,False
SNAP29,False
CRKL,False
XXbac-B135H6.15,False
LZTR1,False
XXbac-B135H6.18,False
THAP7,False
THAP7-AS1,False
TMEM191C,False
UBE2L3,False
YDJC,False
SDF2L1,False
PPIL2,False
YPEL1,True
MAPK1,False
PPM1F,False
TOP3B,False
LL22NC03-2H8.5,False
ZNF280B,False
IGLL5,True
BCR,False
RGL4,False
VPREB3,True
C22orf15,False
CHCHD10,False
MMP11,False
SMARCB1,False
DERL3,True
SLC2A11,False
MIF,False
AP000350.4,False
DDT,False
GSTT1,False
CABIN1,False
SPECC1L,False
GUCD1,False
SNRPD3,False
GGT1,False
LRP5L,False
ADRBK2,False
HPS4,False
SRRD,False
TFIP11,False
CTA-445C9.14,False
CTA-445C9.15,True
TPST2,True
MIAT,False
CTA-211A9.5,False
PITPNB,False
CHEK2,False
HSCB,False
CCDC117,False
XBP1,False
CTA-292E10.6,False
RHBDD3,False
EWSR1,False
GAS2L1,True
AP1B1,False
THOC5,False
NIPSNAP1,False
NF2,False
ZMAT5,False
UQCR10,False
ASCC2,False
MTMR3,False
OSM,False
GATSL3,False
TBC1D10A,False
SF3A1,False
CCDC157,False
SEC14L2,False
MTFP1,False
RP4-539M6.22,False
PES1,False
SLC35E4,False
DUSP18,False
MORC2,False
TUG1,False
SELM,False
RNF185,False
LIMK2,True
PIK3IP1,False
RP3-400N23.6,False
PATZ1,False
DRG1,False
EIF4ENIF1,False
SFI1,False
PISD,False
PRR14L,False
DEPDC5,False
YWHAH,False
RTCB,False
FBXO7,False
HMGXB4,False
RP3-510H16.3,False
TOM1,False
HMOX1,True
MCM5,False
APOL6,False
APOL3,False
APOL2,False
APOL1,False
MYH9,False
TXN2,False
EIF3D,False
IFT27,False
NCF4,False
TST,False
MPST,True
KCTD17,False
IL2RB,True
C1QTNF6,False
SSTR3,False
RAC2,False
CYTH4,False
MFNG,False
LGALS2,True
GGA1,True
SH3BP1,False
LGALS1,True
NOL12,False
TRIOBP,False
H1F0,False
GCAT,False
ANKRD54,False
EIF3L,False
MICALL1,False
POLR2F,False
PICK1,False
PLA2G6,False
MAFF,False
TMEM184B,False
CSNK1E,False
DDX17,False
CBY1,False
TOMM22,False
JOSD1,False
GTPBP1,False
SUN2,False
DNAL4,False
CBX6,False
APOBEC3A,True
APOBEC3C,True
APOBEC3D,False
APOBEC3F,False
APOBEC3G,True
APOBEC3H,False
CBX7,False
PDGFB,False
RPL3,False
SYNGR1,True
TAB1,False
MIEF1,False
ATF4,False
RPS19BP1,False
GRAP2,True
TNRC6B,False
ADSL,False
SGSM3,False
MKL1,False
SLC25A17,False
ST13,False
XPNPEP3,False
RBX1,False
EP300,False
L3MBTL2,False
RANGAP1,False
ZC3H7B,False
TEF,False
TOB2,False
PHF5A,False
ACO2,False
POLR3H,False
PMM1,False
DESI1,False
XRCC6,False
NHP2L1,False
C22orf46,False
MEI1,False
CCDC134,False
RP5-821D11.7,False
SREBF2,False
CTA-250D10.23,False
TNFRSF13C,True
CENPM,False
NAGA,False
SMDT1,False
NDUFA6,False
TCF20,False
RRP7A,False
POLDIP3,False
RNU12,False
CYB5R3,False
ATP5L2,False
ARFGAP3,False
PACSIN2,False
TTLL1,False
BIK,False
MCAT,False
TSPO,False
TTLL12,False
SAMM50,False
PARVB,True
PARVG,False
LDOC1L,True
PRR5,False
CTA-217C2.1,False
NUP50,False
KIAA0930,False
UPK3A,False
FAM118A,False
ATXN10,False
RP6-109B7.3,False
FLJ27365,False
PPARA,False
CDPF1,False
TTC38,True
TRMU,False
GRAMD4,False
CERK,False
CTA-29F11.1,False
TBC1D22A,False
LL22NC03-75H12.2,False
BRD1,False
ZBED4,False
ALG12,False
CRELD2,False
PIM3,False
MLC1,True
TRABD,False
RP3-402G11.25,False
RP3-402G11.26,False
SELO,False
TUBGCP6,False
HDAC10,False
PLXNB2,False
DENND6B,False
PPP6R2,False
SBF1,False
LMF2,False
NCAPH2,False
SCO2,False
TYMP,True
ODF3B,False
KLHDC7B,False
CPT1B,False
CHKB,False
CHKB-AS1,False
ARSA,False
RABL2B,False
RBM11,True
HSPA13,False
SAMSN1,False
NRIP1,True
USP25,False
BTG3,False
C21orf91,False
MIR155HG,False
MRPL39,False
ATP5J,False
GABPA,False
APP,True
N6AMT1,False
LTN1,False
RWDD2B,False
USP16,False
CCT8,False
MAP3K7CL,True
BACH1,False
TIAM1,False
SOD1,False
SCAF4,False
MIS18A,False
URB1,False
C21orf119,False
EVA1C,False
C21orf59,False
SYNJ1,False
PAXBP1,True
C21orf49,False
OLIG1,False
IFNAR2,False
IL10RB-AS1,False
IL10RB,False
IFNAR1,False
IFNGR2,False
TMEM50B,False
GART,False
SON,False
DONSON,False
CRYZL1,False
ITSN1,False
ATP5O,False
LINC00649,False
MRPS6,False
SMIM11,False
RUNX1,False
SETD4,False
CBR1,False
CBR3,False
DOPEY2,False
AP000692.10,True
MORC3,False
HLCS,False
PIGP,False
TTC3,False
DSCR3,False
AP001412.1,False
DYRK1A,False
ETS2,False
PSMG1,False
BRWD1,False
HMGN1,False
WRB,False
SH3BGR,False
BACE2,False
MX2,False
MX1,False
PRDM15,False
C2CD2,False
ZBTB21,False
ABCG1,False
UBASH3A,False
SLC37A1,False
PDE9A,False
WDR4,False
NDUFV3,False
PKNOX1,False
U2AF1,False
SIK1,False
RRP1B,False
PDXK,False
CSTB,False
RRP1,False
AP001053.11,False
AGPAT3,False
TRAPPC10,False
PWP2,False
C21orf33,False
AP001055.6,True
ICOSLG,False
AIRE,True
PFKL,False
C21orf2,False
UBE2G2,False
SUMO3,False
PTTG1IP,False
ITGB2,False
ITGB2-AS1,False
FAM207A,False
ADARB1,False
POFUT2,False
COL18A1,False
SLC19A1,False
COL6A2,True
SPATC1L,False
LSS,False
MCM3AP-AS1,False
MCM3AP,False
YBEY,False
C21orf58,False
PCNT,False
DIP2A,False
S100B,True
PRMT2,False
MT-ND1,False
MT-ND2,True
MT-CO1,False
MT-CO2,False
MT-ATP8,False
MT-ATP6,False
MT-CO3,False
MT-ND3,False
MT-ND4L,False
MT-ND4,False
MT-ND5,False
MT-ND6,False
MT-CYB,False
AL592183.1,True
PNRC2-1,False
SRSF10-1,False
