,highly_variable
HSF1,False
DGAT1,False
SLC52A2,False
FBXL6,False
ADCK5,False
CPSF1,False
SLC39A4,False
VPS28,False
CYHR1,False
KIFC2,False
PPP1R16A,False
MFSD3,False
LRRC14,False
C8orf82,False
ZNF251,False
ZNF34,False
RPL8,False
ZNF7,False
COMMD5,False
ZNF250,False
ZNF16,False
C8orf33,False
CBWD1,False
DOCK8,False
KANK1,False
SMARCA2,False
KIAA0020,False
RFX3,False
PPAPDC2,False
RP11-6J24.6,False
CDC37L1,False
AK3,True
RCL1,False
JAK2,False
RLN2,False
RLN1,False
PLGRKT,False
KIAA1432,False
ERMP1,True
KIAA2026,False
RANBP6,False
UHRF2,False
KDM4C,False
TMEM261,False
ZDHHC21,False
TTC39B,False
SNAPC3,False
PSIP1,False
RRAGA,False
HAUS6,False
PLIN2,False
DENND4C,False
RPS6,True
MLLT3,False
FOCAD,False
PTPLAD2,False
KLHL9,False
MTAP,False
CDKN2A,False
CAAP1,True
PLAA,False
IFT74,False
C9orf72,False
ACO1,False
DDX58,False
TOPORS,False
TOPORS-AS1,False
NDUFB6,False
APTX,False
DNAJA1,False
SMU1,False
B4GALT1,False
BAG1,False
CHMP5,False
NFX1,False
AQP3,True
NOL6,False
UBE2R2,False
UBAP2,False
DCAF12,False
UBAP1,False
NUDT2,False
FAM219A,False
ENHO,True
RPP25L,False
DCTN3,False
SIGMAR1,False
GALT,False
IL11RA,False
RP11-195F19.5,False
VCP,False
FANCG,False
PIGO,False
STOML2,False
FAM214B,False
TESK1,False
CD72,True
SIT1,False
CCDC107,False
TPM2,True
TLN1,True
CREB3,False
GBA2,False
RGP1,False
RP11-112J3.16,True
SPAG8,False
HINT2,False
TMEM8B,False
RECK,False
GLIPR2,False
CLTA,False
RNF38,False
PAX5,False
RP11-297B17.3,False
RP11-220I1.1,False
ZCCHC7,False
GRHPR,False
POLR1E,False
TOMM5,False
TRMT10B,False
EXOSC3,False
DCAF10,False
SLC25A51,False
ALDH1B1,False
RP11-204M4.2,False
RP11-262H14.3,False
RP11-262H14.4,False
CBWD6,False
CBWD5,False
AL591479.1,False
PIP5K1B,False
FAM122A,False
FXN,False
TJP2,True
PTAR1,False
C9orf135,False
SMC5,True
KLF9,False
TMEM2,False
ABHD17B,False
C9orf85,False
RP11-63P12.6,False
ZFAND5,False
ANXA1,False
C9orf40,False
RP11-197P3.4,False
C9orf41,False
NMRK1,False
OSTF1,False
PCSK5,True
RFK,False
GCNT1,False
VPS13A,False
GNAQ,False
CEP78,True
PSAT1,False
TLE4,False
TLE1,True
IDNK,False
UBQLN1,False
RP11-522I20.3,False
GKAP1,False
C9orf64,False
HNRNPK,False
RMI1,False
AGTPBP1,False
NAA35,False
ISCA1,False
ZCCHC6,False
DAPK1,False
CTSL,False
CDK20,False
SPIN1,False
CKS2,False
SECISBP2,False
SEMA4D,False
GADD45G,True
SYK,False
RP11-305L7.1,True
RP11-305L7.3,True
AUH,False
SPTLC1,False
IARS,False
NOL8,False
CENPP,False
IPPK,False
BICD2,False
ZNF484,False
FGD3,False
SUSD3,False
C9orf89,False
NINJ1,False
FAM120AOS,False
FAM120A,False
PHF2,False
PTPDC1,True
ZNF169,False
HIATL1,False
FBP1,False
C9orf3,False
PTCH1,False
ERCC6L2,False
LINC00092,True
SLC35D2,False
HABP4,False
CDC14B,True
AAED1,False
ZNF510,False
ZNF782,False
HIATL2,False
CCDC180,False
TDRD7,False
TSTD2,False
NCBP1,False
XPA,False
C9orf156,False
HEMGN,False
ANP32B,False
NANS,False
TRIM14,False
CORO2A,False
TBC1D2,False
TGFBR1,True
ALG2,False
SEC61B,False
RP11-60I3.5,False
STX17,False
ERP44,False
INVS,False
TEX10,False
MSANTD3,False
MRPL50,False
ZNF189,False
RNF20,False
SMC2,True
NIPSNAP3A,False
NIPSNAP3B,False
SLC44A1,False
TMEM38B,False
RAD23B,False
KLF4,False
IKBKAP,False
FAM206A,False
CTNNAL1,False
TMEM245,False
TXN,False
KIAA0368,False
DNAJC25,False
GNG10,False
UGCG,False
SUSD1,False
PTBP3,False
HSDL2,False
INIP,False
SNX30,False
ZNF883,False
SLC31A2,False
FKBP15,False
SLC31A1,False
CDC26,False
PRPF4,True
HDHD3,False
ALAD,False
POLE3,False
RGS3,True
AKNA,False
DFNB31,False
ATP6V1G1,False
C9orf91,False
TNFSF8,False
ASTN2,False
TRIM32,False
CDK5RAP2,False
MEGF9,False
FBXW2,False
PSMD5,False
PSMD5-AS1,False
PHF19,False
TRAF1,False
CNTRL,False
RAB14,False
GSN,True
STOM,True
TTLL11,True
NDUFA8,False
RBM18,False
MRRF,False
PTGS1,True
RP11-542K23.7,False
PDCL,False
RC3H2,False
RABGAP1,False
STRBP,False
DENND1A,True
NEK6,False
PSMB7,False
RPL35,False
ARPC5L,False
GOLGA1,False
SCAI,False
PPP6C,False
RABEPK,False
HSPA5,False
GAPVD1,False
MAPKAP1,False
PBX3,False
MVB12B,True
ZBTB43,False
RALGPS1,False
SLC2A8,False
RPL12,False
LRSAM1,False
STXBP1,False
PTRH1,True
TTC16,False
TOR2A,False
SH2D3C,False
CDK9,False
FPGS,False
ENG,False
AK1,False
ST6GALNAC6,False
ST6GALNAC4,False
DPM2,False
FAM102A,False
NAIF1,False
SLC25A25,True
PTGES2,False
C9orf16,False
CIZ1,False
GOLGA2,False
SWI5,False
TRUB2,False
COQ4,False
SLC27A4,False
URM1,False
RP11-339B21.11,False
ODF2,False
GLE1,False
SPTAN1,False
WDR34,False
HMGA1P4,False
SET,False
ZDHHC12,False
RP11-545E17.3,False
ZER1,False
TBC1D13,False
ENDOG,False
C9orf114,False
CCBL1,False
LRRC8A,False
PHYHD1,False
DOLK,False
NUP188,False
SH3GLB2,False
FAM73B,False
DOLPP1,False
CRAT,False
PPP2R4,False
IER5L,False
RP11-247A12.2,False
RP11-65J3.1,False
NTMT1,False
ASB6,False
TOR1B,False
TOR1A,False
C9orf78,False
USP20,False
FNBP1,False
GPR107,False
FUBP3,False
EXOSC2,False
ABL1,False
NUP214,False
RP11-544A12.8,False
FAM78A,False
PRRC2B,False
POMT1,False
UCK1,False
RAPGEF1,False
MED27,False
SETX,False
TTF1,False
DDX31,False
C9orf9,False
TSC1,False
GTF3C5,False
RALGDS,False
SURF6,False
MED22,False
RPL7A,False
SURF1,False
SURF2,False
SURF4,False
REXO4,False
CACFD1,False
SLC2A6,False
SARDH,False
LINC00094,False
BRD3,False
WDR5,False
RXRA,False
FCN1,True
MRPS2,False
CAMSAP1,False
UBAC1,False
NACC2,False
C9orf69,False
QSOX2,False
DNLZ,False
CARD9,False
SNAPC4,False
SDCCAG3,False
PMPCA,False
INPP5E,False
SEC16A,False
NOTCH1,False
AGPAT2,False
SNHG7,False
LCN8,False
TMEM141,False
RABL6,False
PHPT1,False
MAMDC4,False
EDF1,False
TRAF2,False
FBXW5,False
PTGDS,True
LCNL1,False
C9orf142,False
CLIC3,True
ABCA2,False
C9orf139,True
FUT7,True
NPDC1,False
UAP1L1,False
MAN1B1,False
DPP7,False
LRRC26,True
ANAPC2,False
SSNA1,False
TMEM203,False
NDOR1,False
TUBB4B,False
NELFB,False
TOR4A,False
EXD3,False
NOXA1,False
NSMF,False
PNPLA7,False
MRPL41,False
DPH7,False
ZMYND19,False
ARRDC1,False
C9orf37,False
EHMT1,False
ZMYND11,True
LARP4B,False
GTPBP4,False
IDI1,False
WDR37,False
PFKP,False
PITRM1,False
KLF6,False
AKR1C3,True
NET1,False
ASB13,False
FAM208B,False
GDI2,False
RP11-318E3.9,False
ANKRD16,True
FBXO18,False
IL15RA,False
IL2RA,True
RBM17,False
PFKFB3,False
PRKCQ,False
PRKCQ-AS1,False
KIN,False
ATP5C1,False
TAF3,False
GATA3,False
CELF2,False
USP6NL,False
UPF2,False
DHTKD1,False
NUDT5,False
CDC123,False
CAMK1D,False
OPTN,False
PHYH,False
SEPHS1,False
PRPF18,False
FAM107B,False
HSPA14,False
RP11-398C13.6,False
SUV39H2,False
DCLRE1C,False
RPP38,False
NMT2,False
FAM171A1,False
FAM188A,False
PTER,False
RSU1,False
TRDMT1,False
VIM-AS1,False
VIM,True
PTPLA,False
STAM,False
NSUN6,False
PLXDC2,False
MLLT10,False
DNAJC1,True
COMMD3,False
BMI1,False
PIP4K2A,False
MSRB2,False
OTUD1,False
ARHGAP21,False
THNSL1,False
APBB1IP,False
PDSS1,False
ABI1,False
ANKRD26,False
YME1L1,False
MASTL,False
ACBD5,False
RAB18,False
MPP7,False
WAC-AS1,False
WAC,False
PTCHD3P1,False
SVIL,False
MTPAP,False
MAP3K8,True
ZNF438,False
ZEB1,False
ARHGAP12,False
KIF5B,False
EPC1,False
CCDC7,False
C10ORF68,False
RP11-479G22.8,True
ITGB1,False
CUL2,False
CREM,True
CCNY,False
RP11-324I22.4,False
ZNF248,False
RP11-162G10.5,False
ZNF25,False
ZNF33A,False
ZNF37A,False
ZNF33B,False
BMS1,False
RP11-351D16.3,True
CSGALNACT2,False
RASGEF1A,True
HNRNPF,False
RP11-517P14.2,False
ZNF487,False
ZNF485,False
ZNF32,False
RASSF4,False
ZNF22,False
ALOX5,False
MARCH8,False
ZFAND4,False
FAM21C,False
MAPK8,False
WDFY4,False
C10orf128,True
ERCC6,False
PARG,False
NCOA4,True
TIMM23,False
LINC00843,False
AGAP6,False
FAM21A,False
SGMS1,False
CSTF2T,False
ZWINT,False
IPMK,False
CISD1,False
UBE2D1,False
TFAM,False
CCDC6,False
ANK3,False
ARID5B,True
RTKN2,False
ADO,False
NRBF2,False
JMJD1C,False
REEP3,False
SIRT1,False
HERC4,False
HNRNPH3,False
RUFY2,False
SLC25A16,False
TET1,False
CCAR1,False
DDX50,False
DDX21,False
KIAA1279,False
SRGN,True
VPS26A,False
SUPV3L1,False
HKDC1,False
HK1,False
TSPAN15,False
C10orf35,False
H2AFY2,False
AIFM2,False
TYSND1,False
SAR1A,False
PPA1,False
EIF4EBP2,False
PRF1,True
SGPL1,False
PCBD1,False
SLC29A3,False
CDH23,False
C10orf54,False
PSAP,True
SPOCK2,False
ASCC1,False
ANAPC16,False
DDIT4,False
DNAJB12,False
MICU1,False
MCU,False
P4HA1,False
NUDT13,False
ECD,False
FAM149B1,False
DNAJC9,False
MRPS16,False
RP11-152N13.5,False
ANXA7,False
PPP3CB,False
RP11-464F9.20,True
SEC24C,False
AC022400.2,False
FUT11,True
CHCHD1,False
ZSWIM8,False
NDST2,False
CAMK2G,False
VCL,False
AP3M1,True
ADK,False
KAT6B,False
SAMD8,False
VDAC2,False
COMTD1,False
C10orf11,False
POLR3A,False
RPS24,False
ZMIZ1,False
PPIF,False
EIF5AL1,False
RP11-506M13.3,False
RP11-119F19.2,False
RP11-773D16.1,False
RP11-182L21.6,False
TMEM254,False
ANXA11,False
FAM213A,False
TSPAN14,False
RP11-137H2.4,False
GHITM,False
CCSER2,False
WAPAL,False
RP11-77P6.2,False
GLUD1,False
FAM35A,False
NUTM2A-AS1,False
LINC00863,False
MINPP1,False
ATAD1,False
PTEN,False
RNLS,False
STAMBPL1,False
ACTA2,False
FAS,False
LIPA,False
IFIT2,False
IFIT3,True
IFIT1,False
IFIT5,False
KIF20B,False
RPP30,False
PCGF5,False
TNKS2,False
FGFBP3,False
RP11-402D21.2,False
BTAF1,False
MARCH5,False
IDE,False
HHEX,False
EXOC6,False
FRA10AC1,False
SLC35G1,False
NOC3L,True
HELLS,False
PDLIM1,True
ALDH18A1,False
TCTN3,False
ENTPD1,False
ENTPD1-AS1,True
BLNK,True
TM9SF3,False
PIK3AP1,True
LCOR,False
ARHGAP19,False
FRAT1,False
FRAT2,False
RRP12,False
PGAM1,False
EXOSC1,False
ZDHHC16,False
MMS19,False
UBTD1,False
PI4K2A,False
AVPI1,False
ZFYVE27,False
GOLGA7B,False
R3HCC1L,False
PYROXD2,True
HPS1,False
GOT1,False
SLC25A28,False
RP11-85A1.3,True
CUTC,False
COX15,False
ERLIN1,False
CHUK,True
CWF19L1,False
BLOC1S2,False
SEC31B,False
NDUFB8-1,False
HIF1AN,False
RP11-179B2.2,False
FAM178A,False
MRPL43,False
C10orf2,True
LZTS2,False
SFXN3,False
BTRC,False
DPCD,False
POLL,False
FBXW4,False
NPM3,False
MGEA5,False
C10orf76,False
HPS6,False
LDB1,False
PPRC1,False
NOLC1,False
GBF1,False
NFKB2,False
FBXL15,False
CUEDC2,False
C10orf95,False
TMEM180,False
ACTR1A,False
SUFU,False
TRIM8,False
ARL3,False
SFXN2,False
WBP1L,False
C10orf32,False
CNNM2,False
NT5C2,False
PCGF6,False
TAF5,False
USMG5,False
PDCD11,False
CALHM2,False
NEURL1,False
SH3PXD2A,False
OBFC1,False
SLK,True
SFR1,False
GSTO1,True
ITPRIP,False
XPNPEP1,True
ADD3,False
MXI1,False
SMNDC1,False
DUSP5,True
SMC3,False
PDCD4-AS1,False
PDCD4,False
BBIP1,False
SHOC2,False
ACSL5,False
ZDHHC6,False
VTI1A,False
TCF7L2,False
CASP7,False
NHLRC2,False
C10orf118,False
ABLIM1,False
FAM160B1,False
TRUB1,False
KIAA1598,False
PDZD8,True
RAB11FIP2,False
FAM204A,False
CACUL1,False
EIF3A,False
FAM45A,False
SFXN4,False
PRDX3,False
GRK5,False
RGS10,False
TIAL1,False
BAG3,False
INPP5F,False
MCMBP,False
SEC23IP,False
WDR11,False
ATE1,False
NSMCE4A,False
PLEKHA1,False
FAM24B,False
C10orf88,False
PSTK,False
IKZF5,False
ACADSB,False
BUB3,False
CHST15,False
OAT,False
LHPP,False
FAM53B,False
METTL10,False
FAM175B,False
ZRANB1,False
CTBP2,True
RP11-383C5.3,False
RP11-383C5.4,False
EDRF1,False
UROS,False
BCCIP,False
DHX32,False
FANK1,True
PTPRE,False
MKI67,True
MGMT,False
GLRX3,False
PPP2R2D,False
BNIP3,False
DPYSL4,False
STK32C,False
LRRC27,False
PWWP2B,False
C10orf91,False
UTF1,False
ADAM8,False
TUBGCP2,False
ZNF511,False
FUOM,False
ECHS1,False
PAOX,False
MTG1,False
BET1L,False
RIC8A,False
SIRT3,False
PSMD13,False
ATHL1,False
IFITM2,True
IFITM1,False
RP11-326C3.11,False
IFITM3,True
RP11-326C3.12,False
RP11-326C3.15,True
SIGIRR,False
ANO9,False
PTDSS2,False
RNH1,False
HRAS,False
RASSF7,False
PHRF1,False
IRF7,True
SCT,True
DEAF1,False
EPS8L2,False
TMEM80,False
TALDO1,False
PDDC1,False
AP006621.5,False
SLC25A22,False
PIDD,False
RPLP2,False
PNPLA2,False
EFCAB4A,False
CD151,False
POLR2L,False
TSPAN4,False
CHID1,False
AP2A2,False
TOLLIP,False
TOLLIP-AS1,False
MOB2,False
KRTAP5-AS1,False
CTSD,False
TNNI2,False
LSP1,False
MRPL23,False
ASCL2,True
C11orf21,False
TSPAN32,False
CD81,True
TSSC4,False
KCNQ1,False
KCNQ1OT1,False
CDKN1C,False
SLC22A18,False
PHLDA2,False
NAP1L4,False
CARS,False
OSBPL5,True
ZNF195,False
NUP98,False
PGAP2,False
RHOG,False
STIM1,False
RRM1,False
TRIM21,False
TRIM68,False
TRIM5,False
TRIM22,False
FAM160A2,False
SMPD1,False
APBB1,False
TRIM3,False
ARFIP2,False
TIMM10B,False
DNHD1,False
RRP8,False
ILK,True
TAF10,False
TPP1,False
MRPL17,False
PPFIBP2,False
EIF3F,False
RIC3,False
RPL27A,False
AKIP1,False
TMEM9B,False
DENND5A,False
TMEM41B,False
IPO7,False
ZNF143,True
WEE1,False
SWAP70,True
SBF2-AS1,False
SBF2,False
ADM,False
AMPD3,False
RNF141,False
CTR9,False
EIF4G2,False
ZBED5,False
ZBED5-AS1,False
USP47,False
MICAL2,True
ARNTL,False
BTBD10,False
FAR1,False
RRAS2,True
COPB1,False
PSMA1,False
PDE3B,False
CYP2R1,False
C11orf58,False
RPS13,False
PIK3C2A,False
NUCB2,False
SERGEF,False
SAAL1,False
HPS5,False
GTF2H1,False
LDHA,False
TSG101,False
UEVLD,False
SPTY2D1,False
IGSF22,False
ZDHHC13,False
HTATIP2,False
PRMT3,False
FANCF,False
SVIP,False
CCDC34,True
LIN7C,False
METTL15,False
ARL14EP,False
DNAJC24,False
IMMP1L,False
ELP4,False
RCN1,False
EIF3M,False
QSER1,True
TCP11L1,False
CSTF3,False
HIPK3,False
CD59,False
FBXO3,False
LMO2,False
CAPRIN1,False
NAT10,True
CAT,False
APIP,False
PDHX,False
CD44,False
TRIM44,False
COMMD9,False
PRR5L,True
TRAF6,False
C11orf74,True
API5,False
TTC17,False
HSD17B12,False
ALKBH3,False
ACCS,False
EXT2,False
CD82,False
TSPAN18,False
TP53I11,False
SLC35C1,False
CRY2,False
PEX16,False
GYLTL1B,True
PHF21A,False
DGKZ,False
MDK,False
AMBRA1,False
HARBI1,False
ATG13,False
ARHGAP1,False
ZNF408,False
CKAP5,True
C11orf49,False
ARFGAP2,False
DDB2,False
ACP2,False
NR1H3,False
MADD,False
SPI1,True
SLC39A13,False
PSMC3,False
CELF1,False
NDUFS3,False
PTPMT1,False
KBTBD4,False
MTCH2,False
FNBP4,False
NUP160,False
PTPRJ,False
SSRP1,False
SLC43A3,False
SLC43A1,False
TIMM10,False
UBE2L6,False
CLP1,True
ZDHHC5,False
MED19,False
TMX2,False
C11orf31,False
CTNND1,False
LPXN,False
ZFP91,False
AP001258.4,False
FAM111A,False
MPEG1,False
OSBP,False
PATL1,False
STX3,False
MRPL16,False
MS4A6A,True
MS4A4A,False
MS4A7,True
MS4A1,True
CCDC86,False
PTGDR2,False
PRPF19,False
TMEM109,False
SLC15A3,False
CD6,False
CD5,False
VPS37C,False
DDB1,False
DAK,False
CYB561A3,True
TMEM138,False
TMEM216,False
CPSF7,False
SDHAF2,False
TMEM258,False
FEN1,False
FADS1,True
FADS3,False
BEST1,False
FTH1,True
AP003733.1,False
ASRGL1,False
AHNAK,False
EEF1G,False
TUT1,False
MTA2,False
EML3,False
ROM1,False
B3GAT3,False
GANAB,False
INTS5,False
C11orf48,False
METTL12,False
C11orf83,False
UBXN1,False
BSCL2,False
GNG3,False
HNRNPUL2,False
TTC9C,False
ZBTB3,False
POLR2G,False
TAF6L,False
TMEM223,False
RP11-727F15.12,False
TMEM179B,False
NXF1,False
STX5,False
RP11-727F15.9,False
WDR74,False
SLC3A2,False
RARRES3,False
HRASLS2,False
PLA2G16,True
ATL3,False
RTN3,False
MARK2,False
NAA40,False
COX8A,False
OTUB1,False
MACROD1,False
STIP1,False
FERMT3,True
TRPT1,False
NUDT22,False
DNAJC4,False
VEGFB,False
FKBP2,False
PPP1R14B,True
BAD,False
GPR137,False
ESRRA,False
TRMT112,False
PRDX5,False
AP003774.1,False
CCDC88B,False
RPS6KA4,False
RASGRP2,False
SF1,False
AP001462.6,False
MAP4K2,False
MEN1,False
EHD1,False
ATG2A,False
PPP2R5B,False
ARL2,False
SNX15,False
SAC3D1,False
NAALADL1,False
ZFPL1,False
VPS51,False
TM7SF2,True
ZNHIT2,False
FAU,False
SYVN1,False
MRPL49,False
CAPN1,False
POLA2,False
CDC42EP2,False
DPF2,False
SLC25A45,False
FRMD8,False
NEAT1,False
MALAT1,True
SCYL1,False
LTBP3,False
SSSCA1-AS1,False
SSSCA1,False
FAM89B,False
EHBP1L1,False
MAP3K11,False
PCNXL3,True
SIPA1,False
RELA,False
KAT5,False
RNASEH2C,False
AP5B1,False
CFL1,False
MUS81,False
CTSW,True
FIBP,False
CCDC85B,False
C11orf68,False
DRAP1,False
SART1,False
EIF1AD,False
BANF1,False
CATSPER1,True
SF3B2,False
PACS1,False
KLC2,False
RAB1B,False
YIF1A,False
CD248,False
RIN1,False
BRMS1,False
B3GNT1,False
RP11-867G23.8,False
SLC29A2,False
MRPL11,False
CTD-3074O7.5,False
DPP3,False
ZDHHC24,False
CTSF,True
CCS,False
RBM14,False
RBM4,False
RBM4B,False
RP11-658F2.8,False
C11orf80,False
RCE1,True
KDM2A,False
ADRBK1,False
ANKRD13D,False
SSH3,False
POLD4,False
CLCF1,False
RAD9A,False
PPP1CA,False
TBC1D10C,False
CARNS1,False
RPS6KB2,False
PTPRCAP,False
CORO1B,False
TMEM134,False
AIP,False
PITPNM1,False
CDK2AP2,False
GSTP1,True
NDUFV1,False
NUDT8,False
ACY3,False
RP11-119D9.1,False
UNC93B1,False
ALDH3B1,False
NDUFS8,False
TCIRG1,False
RP11-802E16.3,False
CHKA,False
SUV420H1,False
C11orf24,False
PPP6R3,False
MTL5,False
CPT1A,False
MRPL21,False
IGHMBP2,False
TPCN2,False
ORAOV1,False
FADD,False
PPFIA1,False
DHCR7,False
RP11-660L16.2,False
NADSYN1,False
FAM86C1,False
RP11-849H4.2,False
RNF121,False
IL18BP,False
NUMA1,False
LRTOMT,False
LAMTOR1,False
ANAPC15,False
FOLR2,False
INPPL1,False
CLPB,False
RP11-169D4.2,False
ARAP1,True
STARD10,False
ATG16L2,False
FCHSD2,True
RELT,False
PLEKHB1,False
RAB6A,False
MRPL48,False
COA4,False
PAAF1,False
UCP2,False
C2CD3,False
PPME1,False
PGM2L1,False
KCNE3,False
LIPT2,False
AP001372.2,True
POLD3,False
RNF169,False
XRRA1,False
SPCS2,False
ARRB1,False
RPS3,False
GDPD5,False
SERPINH1,False
UVRAG,False
PRKRIR,False
RP11-111M22.2,False
RP11-111M22.3,False
C11orf30,False
ACER3,False
PAK1,False
CLNS1A,False
RSF1,False
AAMDC,False
INTS4,False
NDUFC2,False
ALG8,False
NARS2,False
PRCP,False
RAB30,False
RAB30-AS1,False
PCF11,False
ANKRD42,False
CCDC90B,False
TMEM126B,False
TMEM126A,False
CREBZF,False
SYTL2,True
PICALM,False
EED,False
C11orf73,False
PRSS23,True
TMEM135,False
CTSC,False
CHORDC1,False
SLC36A4,False
SMCO4,False
KIAA1731,False
TAF1D,False
C11orf54,False
MED17,False
PANX1,False
MRE11A,False
ANKRD49,True
FUT4,False
CWC15,False
ENDOD1,False
RP11-712B9.2,False
SESN3,False
FAM76B,False
CEP57,False
MTMR2,False
MAML2,False
CCDC82,False
JRKL,False
KIAA1377,False
BIRC3,False
BIRC2,False
TMEM123,False
DCUN1D5,False
PDGFD,True
CASP4,False
CASP5,False
CASP1,False
CARD16,False
MSANTD4,False
KBTBD3,False
AASDHPPT,False
RP11-819C21.1,True
CWF19L2,False
ALKBH8,False
SLC35F2,False
CUL5,False
ACAT1,False
NPAT,False
ATM,False
KDELC2,False
DDX10,False
RDX,False
FDX1,False
POU2AF1,False
SIK2,False
PPP2R1B,False
ALG9,False
FDXACB1,False
C11orf1,False
DIXDC1,False
DLAT,False
C11orf57,True
TIMM8B,False
SDHD,False
IL18,False
PTS,True
NCAM1,True
TTC12,False
ZW10,False
USP28,True
ZBTB16,True
C11orf71,False
RBM7,False
REXO2,False
CADM1,False
BUD13,False
ZNF259,False
APOA1,False
SIK3,False
PAFAH1B2,True
SIDT2,False
TAGLN,False
PCSK7,False
RNF214,False
CEP164,False
FXYD2,False
IL10RA,False
AMICA1,False
MPZL3,False
CD3E,False
CD3D,False
CD3G,False
UBE4A,False
ATP5L,False
KMT2A,False
TMEM25,False
IFT46,False
ARCN1,False
DDX6,False
CXCR5,False
BCL9L,False
CCDC84,False
RPS25,False
TRAPPC4,False
SLC37A4,False
HYOU1,False
RP11-110I1.13,False
VPS11,False
HMBS,False
H2AFX,False
DPAGT1,False
C2CD2L,False
HINFP,True
NLRX1,False
CBL,False
RNF26,False
OAF,False
ARHGEF12,True
TBCEL,False
SC5D,False
SORL1,False
UBASH3B,False
CRTAM,True
C11orf63,False
HSPA8,False
AP000783.1,False
ZNF202,False
VWA5A,False
TBRG1,False
SIAE,False
SPA17,False
NRGN,True
ESAM,True
MSANTD2,False
ROBO3,True
CCDC15,True
TMEM218,False
FEZ1,True
EI24,False
STT3A,False
CHEK1,False
HYLS1,False
PUS3,False
RPUSD4,False
FAM118B,False
SRPR,False
FOXRED1,False
TIRAP,True
DCPS,False
ST3GAL4,False
ETS1,False
FLI1,False
SENCR,False
TMEM45B,False
NFRKB,False
APLP2,True
ST14,False
ZBTB44,False
SNX19,False
JAM3,False
NCAPD3,False
VPS26B,False
THYN1,False
ACAD8,False
KDM5A,False
CCDC77,False
NINJ2,True
RP11-218M22.1,False
WNK1,False
ERC1,False
FBXL14,False
ADIPOR2,False
CACNA2D4,False
DCP1B,False
CACNA1C-AS2,False
FKBP4,False
RP4-816N1.6,False
ITFG2,False
RHNO1,False
TULP3,True
EFCAB4B,False
PARP11,False
RP11-664D1.1,False
CCND2,False
C12orf5,False
C12orf4,False
DYRK4,False
NDUFA9,False
CD9,True
TNFRSF1A,False
LTBR,False
CD27-AS1,False
CD27,False
TAPBPL,False
VAMP1,False
MRPL51,False
NCAPD2,True
GAPDH,False
RP5-940J5.9,False
IFFO1,True
NOP2,True
CHD4,False
LPAR5,False
ACRBP,True
ING4,False
ZNF384,False
COPS7A,False
MLF2,False
PTMS,True
LAG3,True
CD4,False
USP5,False
TPI1,False
SPSB2,False
LRRC23,False
ENO2,False
ATN1,False
C12orf57,False
U47924.31,False
PTPN6,False
EMG1,False
PHB2,False
LPCAT3,False
C1RL,False
C1RL-AS1,False
CLSTN3,True
PEX5,False
SLC2A3,False
FOXJ2,False
C3AR1,False
NECAP1,False
CLEC4A,False
FAM66C,False
RIMKLB,False
PHC1,False
M6PR,False
KLRG1,True
A2M-AS1,False
LINC00987,False
KLRB1,True
CLEC2D,False
CD69,False
KLRF1,True
CLEC2B,False
CLEC12A,False
CLEC7A,False
GABARAPL1,True
KLRD1,True
KLRC2,True
KLRC1,True
RP11-291B21.2,True
MAGOHB,False
YBX3,False
PRR4,False
RP11-434C1.1,False
ETV6,False
LOH12CR2,False
LOH12CR1,False
DUSP16,False
CREBL2,False
CDKN1B,False
APOLD1,False
DDX47,False
HEBP1,False
ATF7IP,False
PLBD1,False
HIST4H4,False
H2AFJ,False
WBP11,False
ERP27,False
ARHGDIB,False
PTPRO,False
EPS8,False
STRAP,False
DERA,False
PLEKHA5,True
AEBP2,False
PYROXD1,False
RECQL,False
GOLT1B,False
LDHB,False
CMAS,False
ST8SIA1,False
C2CD5,False
ETNK1,False
LRMP,False
LYRM5,False
KRAS,False
ITPR2,False
ASUN,False
FGFR1OP2,False
TM7SF3,False
MED21,False
STK38L,False
PPFIBP1,False
MRPS35,False
KLHL42,False
CCDC91,False
ERGIC2,False
IPO8,False
CAPRIN2,False
FAM60A,False
AC024940.1,False
METTL20,False
AMN1,False
H3F3C,False
RP11-428G5.5,False
KIAA1551,False
BICD1,False
FGD4,False
DNM1L,False
YARS2,False
ALG10,False
KIF21A,True
ABCD2,False
SLC2A13,False
LRRK2,False
GXYLT1,False
YAF2,False
PPHLN1,False
ZCRB1,False
PUS7L,False
IRAK4,False
TWF1,False
NELL2,False
ANO6,False
LINC00938,False
ARID2,True
SCAF11,False
SLC38A1,False
SLC38A2,False
RP11-446N19.1,False
AMIGO2,False
PCED1B,False
RP11-493L12.4,False
RPAP3,False
RP1-197B17.3,True
SLC48A1,False
HDAC7,False
TMEM106C,False
SENP1,False
PFKM,False
ASB8,False
DKFZP779L1853,True
ZNF641,False
KANSL2,False
CCNT1,False
CACNB3,False
DDX23,False
CCDC65,False
FKBP11,False
ARF3,False
RP11-386G11.5,False
PRKAG1,False
KMT2D,False
RHEBL1,False
LMBR1L,False
TUBA1B,False
TUBA1A,False
TUBA1C,False
SPATS2,True
MCRS1,False
PRPF40B,False
FMNL3,False
TMBIM6,False
NCKAP5L,False
BCDIN3D,False
RACGAP1,False
SMARCD1,False
COX14,False
CERS5,False
LIMA1,False
LARP4,True
DIP2B,False
ATF1,False
METTL7A,False
SLC11A2,False
LETMD1,False
CSRNP2,False
TFCP2,False
POU6F1,False
